0.7,72.423
0.707,47.165
0.713,85.052
0.719,223.969
0.724,287.113
0.733,223.969
0.743,160.825
0.752,72.423
0.76,85.052
0.768,211.34
0.774,438.66
0.779,703.866
0.786,931.186
0.793,1082.732
0.797,994.33
0.8,830.155
0.804,716.495
0.809,716.495
0.814,855.412
0.819,1057.474
0.823,1347.938
0.826,1587.887
0.829,1651.031
0.833,1537.371
0.835,1360.567
0.839,1259.536
0.843,1347.938
0.846,1625.773
0.849,1802.577
0.854,1941.495
0.857,2257.216
0.863,2610.825
0.867,2775
0.872,2598.196
0.874,2358.247
0.877,2118.299
0.88,1878.351
0.882,1625.773
0.886,1499.485
0.892,1448.969
0.901,1347.938
0.909,1411.082
0.915,1347.938
0.92,1259.536
0.925,1284.794
0.935,1070.103
0.942,1107.99
0.95,943.814
0.959,842.784
0.965,678.608
0.968,653.351
1.0,653.351
