7.214499999999999247e-01,0.000000000000000000e+00
7.217499999999998916e-01,0.000000000000000000e+00
7.220499999999999696e-01,0.000000000000000000e+00
7.223499999999999366e-01,0.000000000000000000e+00
7.226499999999999035e-01,0.000000000000000000e+00
7.229499999999999815e-01,0.000000000000000000e+00
7.232499999999999485e-01,0.000000000000000000e+00
7.235499999999999154e-01,0.000000000000000000e+00
7.238499999999999934e-01,0.000000000000000000e+00
7.241499999999999604e-01,0.000000000000000000e+00
7.244499999999999273e-01,0.000000000000000000e+00
7.247499999999998943e-01,0.000000000000000000e+00
7.250499999999999723e-01,0.000000000000000000e+00
7.253499999999999392e-01,0.000000000000000000e+00
7.256499999999999062e-01,0.000000000000000000e+00
7.259499999999999842e-01,0.000000000000000000e+00
7.262499999999999512e-01,0.000000000000000000e+00
7.265499999999999181e-01,0.000000000000000000e+00
7.268499999999998851e-01,0.000000000000000000e+00
7.271499999999999631e-01,0.000000000000000000e+00
7.274499999999999300e-01,0.000000000000000000e+00
7.277499999999998970e-01,0.000000000000000000e+00
7.280499999999999750e-01,5.061249999999438594e-03
7.283499999999999419e-01,3.542874999999607449e-02
7.286499999999999089e-01,6.579624999999270085e-02
7.289499999999999869e-01,9.616375000000057516e-02
7.292499999999999538e-01,1.356429166666628661e-01
7.295499999999999208e-01,1.769444166666582774e-01
7.298499999999999988e-01,2.182459166666689820e-01
7.301499999999999657e-01,2.459591666666658960e-01
7.304499999999999327e-01,2.600841666666643404e-01
7.307499999999998996e-01,2.742091666666627292e-01
7.310499999999999776e-01,2.883341666666664471e-01
7.313499999999999446e-01,3.024591666666648360e-01
7.316499999999999115e-01,3.165841666666632803e-01
7.319499999999999895e-01,3.307091666666669427e-01
7.322499999999999565e-01,3.529199999999977910e-01
7.325499999999999234e-01,3.767479999999951978e-01
7.328499999999998904e-01,4.005759999999924936e-01
7.331499999999999684e-01,4.156512499999996391e-01
7.334499999999999353e-01,4.219737499999989261e-01
7.337499999999999023e-01,4.282962499999982686e-01
7.340499999999999803e-01,4.346187499999998316e-01
7.343499999999999472e-01,4.409412499999991741e-01
7.346499999999999142e-01,4.472637499999984612e-01
7.349499999999999922e-01,4.535862500000000797e-01
7.352499999999999591e-01,4.599087499999994222e-01
7.355499999999999261e-01,4.662312499999987092e-01
7.358499999999998931e-01,4.725537499999979962e-01
7.361499999999999710e-01,4.786312499999996195e-01
7.364499999999999380e-01,4.844637499999990271e-01
7.367499999999999050e-01,4.902962499999983792e-01
7.370499999999999829e-01,4.961287499999998962e-01
7.373499999999999499e-01,5.019612499999992483e-01
7.376499999999999169e-01,5.077937499999986004e-01
7.379499999999999948e-01,5.136262500000000619e-01
7.382499999999999618e-01,5.194587499999994140e-01
7.385499999999999288e-01,5.252912499999988771e-01
7.388499999999998957e-01,5.311237499999981182e-01
7.391499999999999737e-01,5.342324499999999698e-01
7.394499999999999407e-01,5.346173499999998802e-01
7.397499999999999076e-01,5.350022499999999015e-01
7.400499999999999856e-01,5.353871500000000339e-01
7.403499999999999526e-01,5.357720499999999442e-01
7.406499999999999195e-01,5.361569499999999655e-01
7.409499999999998865e-01,5.365418499999998758e-01
7.412499999999999645e-01,5.369267500000000082e-01
7.415499999999999314e-01,5.373116499999999185e-01
7.418499999999998984e-01,5.376965499999999398e-01
7.421499999999999764e-01,5.380814499999999612e-01
7.424499999999999433e-01,5.384663499999999825e-01
7.427499999999999103e-01,5.388512499999998928e-01
7.430499999999999883e-01,5.386687333333334271e-01
7.433499999999999552e-01,5.356491333333337490e-01
7.436499999999999222e-01,5.326295333333340709e-01
7.439500000000000002e-01,5.296099333333332826e-01
7.442499999999999671e-01,5.264987500000003484e-01
7.445499999999999341e-01,5.233692500000006742e-01
7.448499999999999011e-01,5.202397500000010000e-01
7.451499999999999790e-01,5.171102500000002156e-01
7.454499999999999460e-01,5.139807500000004303e-01
7.457499999999999130e-01,5.108512500000008671e-01
7.460499999999999909e-01,5.074761666666667281e-01
7.463499999999999579e-01,5.028731666666672595e-01
7.466499999999999249e-01,4.982701666666677909e-01
7.469499999999998918e-01,4.936671666666682667e-01
7.472499999999999698e-01,4.890641666666670773e-01
7.475499999999999368e-01,4.844611666666676086e-01
7.478499999999999037e-01,4.798581666666681400e-01
7.481499999999999817e-01,4.751636666666669284e-01
7.484499999999999487e-01,4.703776666666674711e-01
7.487499999999999156e-01,4.655916666666679582e-01
7.490499999999999936e-01,4.608056666666667800e-01
7.493499999999999606e-01,4.560196666666672671e-01
7.496499999999999275e-01,4.512336666666677543e-01
7.499499999999998945e-01,4.464476666666682969e-01
7.502499999999999725e-01,4.389737500000007175e-01
7.505499999999999394e-01,4.309622500000016010e-01
7.508499999999999064e-01,4.229507500000024844e-01
7.511499999999999844e-01,4.149392500000004258e-01
7.514499999999999513e-01,4.069277500000013092e-01
7.517499999999999183e-01,3.989162500000021927e-01
7.520499999999999963e-01,3.888805000000002954e-01
7.523499999999999632e-01,3.687235000000025908e-01
7.526499999999999302e-01,3.485665000000048308e-01
7.529499999999998971e-01,3.284095000000071263e-01
7.532499999999999751e-01,3.165325000000009936e-01
7.535499999999999421e-01,3.063115000000020682e-01
7.538499999999999091e-01,2.960905000000032539e-01
7.541499999999999870e-01,2.852710000000006074e-01
7.544499999999999540e-01,2.738530000000019005e-01
7.547499999999999210e-01,2.624350000000031935e-01
7.550499999999998879e-01,2.513650000000036133e-01
7.553499999999999659e-01,2.420350000000012214e-01
7.556499999999999329e-01,2.327050000000022156e-01
7.559499999999998998e-01,2.233750000000032654e-01
7.562499999999999778e-01,2.140450000000008735e-01
7.565499999999999448e-01,2.047150000000018955e-01
7.568499999999999117e-01,1.953850000000029175e-01
7.571499999999999897e-01,1.727875000000019812e-01
7.574499999999999567e-01,1.369225000000059700e-01
